text,label
neer kodi aaa naaayige rajake😀😀😀😀😀😀,1
ಅದ್ಬುತವಾಗಿ ವಿವರಣೆ ನೀಡಿದ್ದೀರಾ ಸರ್... ನಮ್ಮ ಸಾಧನೆ ಏನೇ ಇರ್ಲಿ ಆದ್ರೆ ಹಳ್ಳಿಗಳಲ್ಲಿ ನಮ್ಮ ಗೌರವ ಪ್ರಾಪ್ತಿ ಆಗೋದು ಮಾತ್ರ ಜಾತಿಯಿಂದಲೇ ಎಂತ ದುರಂತ ಸರ್,0
"KA. Da  99.99% netha galu neecharu, kachadagalu,  deshadeohigalu.",1
"ನಮಸ್ಕಾರಗಳು....
ಧರ್ಮ...ಧರ್ಮಾಂತರ
ಮತ...... ಮತಾಂತರ
ಧರ್ಮ ಮತ್ತು ಮತ
ಇವುಗಳ ವ್ಯತ್ಯಾಸ ತಿಳಿಸಿ ಗುರುಗಳೇ",0
Bari suulu heelutaidane,1
Rode rode alli shortcut hakodo bartra la yella tours kodu nimma Hindu dharma Dada ladies my mail e butene. iraala Namma Muslims Bhagy mant adtiralla yaar ke respect code beko aavarna jodi Muslims and hats off you 👍❤️,1
Naw Rahul gandhi  puna jati jati  yandu  halutrala  idaka tada mada  Baku,0
ಇದೆ.. ಸುದ್ದಿ ಯನ್ನು ದಯವಿಟ್ಟು ದೊಡ್ಡ TV chanalalli ಹೇಳಿ ಸರ್....... ತುಂಬಾ ಅವಶ್ಯವಿದೆ..... ಈಗಲಾದರು ಎಲ್ಲರೂ ಒಂದೇ ಅನ್ನೋ ಭಾವನೆ ಬರಲಿ.....,0
"ಅರ್ಧ ಮರ್ಧ ಇತಿಹಾಸ ಓದಿ ನಿವೆಂಗೋ ಸಂಸದರಾಗುತ್ತಿರಿ, 😂😂😂😂😂😂",1
ಬುರುಡೆ ಮೀಡಿಯಾ,1
ನಮ್ಮ ದೇವರು ರಾಮನಿಗೆ ಸೇರಿದ ಜಾಗ ನಾವೂ ಪದ್ಕೊಳೋಕೆ ನಮಗೇ 70 ವರ್ಷ aithu.  ....ಅದು ನಮ್ಮ ಊರಲ್ಲಿ ನಮಗೇ.   ಆಗ್ಲಿಲ್ಲ. ಅದು ಮೋದಿ ಬಿಜೆಪಿ ಇರೋಕಾರ ನಕ್ಕೆ  ಅಷ್ಟೇ ಇದು ನಮಗೇ ಸಿಗಾತೆ ವರ್ತು ...ಇಲ್ಲಾಂದ್ರೆ ನಮ್ಮ ಕಥೆ ಗೋವಿಂದ,0
"ಜ್ಯಾತಿ ಭಯೋತ್ಪಾದಕರು ಇದೇ ಆರ್ ಎಸ್ ಎಸ್. ರಾಮಾಯಣ, ಮಹಾಭಾರತ, ವೈದಿಕ ವ್ಯವಸ್ಥೆ ಭಗವದ್ಗೀತೆ ಎಲ್ಲಾ ಹೇಳುವುದು ಬಾಯಲ್ಲಿ  ಗ್ರಂಥದಲ್ಲಿ ಮಾತ್ರ. ನಡತೆಯಲ್ಲಿಇಲ್ಲ. ಮೊನ್ನೆ ಅಂಬೆಡಕರರ ಸ್ಥಿತಿ ನೋಡಬಹುದು.",0
Sullina sullebeli Yang pungli 😂😂 e andhabaktharu urkolod sarve sahaja 😂😂,1
ಇಹಿಂದು ಗಳಿಗೆ ಬುದ್ದಿ ಬರಲಾ,1
ಸಾರ್ ಈಗಲೂ ಕೆಲವು ಕಂತ್ರಿ ಮನುವಾದಿಗಳು ಇನ್ನೂ ಇದಾರ ಅಯ್ಯೋ ದೇವರೆ,1
"Etv ankra atwa Bjp waktara na nin en hektiya adne kelta irbeka ,en matndta adioa puniytama,",1
"ಸೂಲಿಬೆಲೆ ಚಕ್ರವರ್ತಿ ಯವರೆ
ದಯವಿಟ್ಟು ಕೇಂದ್ರ ಸರ್ಕಾರ ಕರ್ನಾಟಕ ರಾಜ್ಯಕ್ಕೆ , 6300 ಕೋಟಿ ಜಿಎಸ್ಟಿ ಪರಿಹಾರ ಆದರೆ ಉತ್ತರ ಪ್ರದೇಶಕ್ಕೆ31600 ಕೋಟಿ ಏಕೆ ತಾರತಮ್ಯ ಇದಕ್ಕೆ ಉತ್ತರ ಕೊಡಿ",0
​ @guruprince6699 ಅಪ್ಪೀ ಸಾಲಿ kaltidi,0
ನಿನಗೂ ಸೇರಿಸಿ ಶಿಕ್ಷೆ ಕೊಡ್ಬೇಕಾಗಿತ್ತು,0
"Tale ketta ... Abdul Razzaq ....
Avr wife Kate enskondre ... 😢",1
Heng Pungli😂😂,1
 @lassiee5474 Adu nijavagi huttirode ninu adakke sabardu cheepok bandiddiya sule maga,1
​ @NilafAhmad-sc3mr ಹೌದು ಜಿಹಾದಿಗಳಿಗೆ ಹಾಗೆ ಅನಿಸಿದ್ದು ಸಹಜ,1
Yenukke nim avuun keyyaka,1
Yenu supar actinga guru nindu 👌,0
Mr respect their position as Cm DCM post.!,0
"ಪಾಕಿಸ್ತಾನದಲ್ಲಿದ್ದ,, ಹಿಂದೂಗಳ ಆಸ್ತಿ ಏನಾಯಿತು!?? ಅದು ಗಾಂಧೀಜಿಯವರ,, ಇಲ್ಲಾ ನೆಹರು ರವರಿಗೆ,, ಅಥವಾ ಅಲ್ಪ  ಸಂಖ್ಯಾತ ಹಿಂದುಗಳಿಗೆ ಹೋಯಿತಾ...!",1
"Idyava aikyate bomb blast madi amayaka janagalanna sayistidare avarna yake samarthane madkotidiri, vittanda vada bhavya avardu khandane mado takat illa.",1
Lee chaddi😂,1
"Perfectly said Amarji, very well and perfectly narrated video.",0
ಜಾತಿಯ ಉಲ್ಲೇಖವೇ ಮಹಾಪರಾಧ ಎಂದು ಕಾನೂನು ಬರಲಿ. ತನ್ನಿಂದ ತಾನೇ ನಿಧಾನವಾಗಿ ಈ ಜಾತಿ ಪದ್ಧತಿ ತೊಲಗಿ ಹೋಗುತ್ತದೆ.,0
"Ley pedda DESHA IBBAGA YAKE, YARU MADIDARU MATTE, AVATTU ANAGARIKA HARAMI JIHADI MUSLIMARIGE BERE DESHA YAKE BEKAGITTU??????",1
Nena hakobeku dalitaru hoggudabeku yargu hadrbardu,0
"ಆರೀತಿ ಹೇಳೋಕೆ ಸಾಧ್ಯನೇ ಇಲ್ಲ ಬಿಡಿ ,, B R Ambedkar ಅವರು ಅಂದ್ರೆ ಸುಮ್ನೆ ನಾ ,,,",0
"ಅಮರ್ ಪ್ರಸಾದ್ ರವರೇ..... ನಿಮ್ಮ ಅಭಿಪ್ರಾಯವೇ ನಮ್ಮ ಅಭಿಪ್ರಾಯ.
ವಿದ್ಯೆ, ವಿನಯ, ಶ್ರದ್ದೆ, ಶುದ್ದಿ, ಇವುಗಳಿಂದ ಶಕ್ತಿಯನ್ನು ಪಡೆಯಲು ಸಾಧ್ಯ ಅನ್ನೋದು ನಮ್ಮ ಭಾವನೆ..... ಅದ್ರಿಂದ ಮಾನವ ಅನ್ನಿಸುತ್ತೆ.",0
ಬರೀ ಬಡವರ ಮೇಲೆ ಮಾತ್ರ.. 😂😅 ಪವರ್ 😅,0
Report avare yeradu kade Vada keli modlu bari nimde heltira,0
Nam karnatakakke yogiji anta cm beku illi obru sanyashi cm agabeku,0
Ninu bolimaga😊,1
Le bolimagane first cast bagge mathu hadu sulemagane,1
ಅಬ್ದುಲ್ ರಜಾಕ್ ಅಲ್ಲಿದ್ದ ನೀವು ಎದ್ದುಬ ಬನ್ನಿ ನಾಯಕನ ಮಕ್ಕಳಿಗೆ ಮಾಡಿಕೊಳ್ಳಿ,1
"ಜಾತಿ ಬಿಡಿ , ಮೊದಲು ನಾವೆಲ್ಲರೂ ಮನುಷ್ಯರು",0
Huch na maga,1
Jaati jaati anta sayta idira nale sayodu baduvure ri adan arta madkori yav rajakarinigalu baralla niv sattre nim tayi tande ge nim manege yar gati ant vichar madi yav jaati gu enu anbedi yallaru onde adu arta madkori nam deshakke bele irode halavaru jaati mattu Sanskriti adan arta madkoli avag yalla rajakaranigalu prajegaligagi kelsa madtar illa andre avr mane uddar madkolik badavarige bali pashu madtare,0
Eshtu dina yaava batte dhrisi kondu hodaru...,0
Nivu Super ❤❤❤ Jai Hindu Huli,0
Raama rajya ellide bari raakshasa rajya,0
"Hogolo sulemagne sariyaagine theerpu kottidare,nin manege benki haakidre sumne irbekeno loude ke ball",1
Sako sir hindu muslim sikh Sako education or hospitals jobs do yelle oota 3 time mada to kash ta idde life Elle,0
​ @MaktumHavaldar. ಕರ್ಮ ರಿಟರ್ನ್ for u 😂😂😂,0
"Yelli vargu sampradayada adiyalli namma jivana sagtha irutho alli thanka e jathi annodu iruthe......ivaga idu boodi muchiro kenda danthe irodrinda ,kelavara prakara jathi asprashyathe astaagi illa anthare ..but aa manasthtithi innu hage ide ....yavaga kelavargadavaru arthikavagi manasikavagi hagu  shaikshanika vagi sabalathe hondi deshada kattakade vyakthiyu uthungadilli hechina pramanadlli irtharo alli vargu jathi kshina vagutha hoguthe....janara manassu mathu acharanegale badalaguthe swacha samaja beleyuthade ...hosa manassina thaligalu udbava aaguthe nemmadiya baduku e manukulakke dorakuthe .......",0
"yavade jate, dharma,TRP, gala vattada nimage ella sir, so only nivu namge esta agodu ❤",0
"ಕ್ಯಾಮರಗಳ ಮುಂದೆ ಪೋಸ್ ಕೊಡುತ್ತಾ ಮೈಕ್ ಹಿಡಿದು ಬುರುಡೆ ಭಾಷಣ ಬಿಗಿಯುವ ಈ ಮಳ್ಳರು ಹಾಗೂ ಕಳ್ಳರು ತಾವೇ ನಿಂತು ದೇಶದಲ್ಲಿ ಪ್ರೇಮ ವಿವಾಹ ಅಂತರ್ಜಾತಿ ವಿವಾಹ ವರ್ಷದಲ್ಲಿ ಸುಮಾರು 10,000 ವಿವಾಹಗಳನ್ನು ಮಾಡಿಸಿದರೆ ಮುಂದೊಂದು ದಿನ ಹಿಂದುಗಳು ಒಗ್ಗಟ್ಟಾಗಿ ಸಂಬಂಧ ಬೆಳೆಯಬಹುದು..... ಮೊದಲು ಇದನ್ನು ಮಾಡಿ ಆಮೇಲೆ ಅದಾಗ ತಾನೇ ಹಿಂದೂ ರಾಷ್ಟ್ರ  ಆದರೂ ಆಗಬಹುದು....",1
ಮನ್ಮೋಹನ್ ಸಿಂಗ್ ಮತ್ತು ಸೋನಿಯಾ ಗಾಂಧಿ ಮೇಲೆ ಕೇಸ್ ಹಾಕೋಕೆ ಅಗಲ್ವದೇಶ ಕಾಪಾಡಿ ಅಂದ್ರೆ ದೇಶದ ಜನರನ್ನ ನಿರ್ಗತಿಕರನ್ನಾಗಿ ಮಾಡ್ತಿದಾರೆ ದಡ್ಡ ಜನ ಇನ್ನೂ ಕಾಂಗ್ರೆಸ್ಗೆ ವೋಟ್ ಹಕ್ತನೆ ಇದ್ದಾರೆ,0
ಹಿಂದೂ ಹುಲಿ ಕರ್ನಾಟಕದ ಮುಂದಿನ ಸಿಎಂ ಸ್ಟೇಟ್ ಫಾರ್ವರ್ಡ್ ಯಾವನು ಏನು ಮುಟ್ಟಂ ಇಲ್ಲ ನಿಯತ್ತಿಂದ ಬಂದಿರೋ ಫೈರ್ ಪ್ಲಾನ್ ಅಪ್ಪಟ ಕನ್ನಡಿಗ ಹಿಂದೂ ನಮ್ಮ ಯತ್ನಾಳ್ ಸರ್,0
"Ninage idu muslim Sarkar anta yaaru heliddu,helu bolimagane",1
ಇವನ ನೀಚ ಬುದ್ಧಿಯನ್ನ ಕೇಳ್ಕೊಂಡು ಮೂರ್ಖರು ಜೈ ಅನ್ನೋದು ನೋಡಿದ್ರೆ   ಇವನನ್ನ ದೇಶದ್ರೋಹಿ ಅಂದ್ರೆ ತಪ್ಪಿಲ್ಲ..ಇವನು ಕೋಮುವ್ಯಾಧಿ,1
"ಹೌದಾ? ಡಾ. BR ಅಂಬೇಡ್ಕರ್ ಹಾಗೆ ಹೇಳೋಕೆ ಸಾದ್ಯನೇ ಇಲ್ಲಾ, ಮತ್ತೆ ಅವರು ಧರ್ಮ ಪರಿವರ್ತನೆ ಯಾಕೆ ಮಾಡಿದ್ರು?",0
ಲೆ ಮುಟ್ಟಾಳ ಅಷ್ಟು ಅವನು ವಕಫ್ ಮಾಡುತ್ತಿರುವಾಗ ನೀನು ಎಲ್ಲಿದ್ದಿ ಅವಾಗ ನೀನೆ mla ಇದ್ದಿ ಅಲಾ..,1
"Nimmenta politicann enda disha hadagatadu shame on you focus on economy development,",0
Rowdy tarla m l a,0
ಪಬ್ಲಿಕ್ ಟಿವಿ ಯಾಂಕರ್ ಬಿಜೆಪಿಯ ವಕ್ತಾರರಾಗಿ ಮಾತಾಡುತ್ತಿದ್ದಾರೆ ಅಲ್ಲಿ ಕುಂತಿ ಬೆಂಕಿ ಹಚ್ಚುವ ಕೆಲಸ ಮಾಡಬೇಡ ಇಬ್ಬರಿಗೆ ಸರಿಯಾಗಿ ಅವಕಾಶ ಮಾಡಿಕೊಡಲಿ ಬಿಜೆಪಿಯ ವಕ್ತಾರ,0
ಸುಳಿಬೇ ಸುಳು,0
Muttala rahul,1
ಹಡಬೆ ರಂಡೆ ಮಕ್ಕಳು ಹಿಂದುಗಳ ‌ವಿರೋಧ ಮಾಡಿದವರಿಗೆ ಹೇಳಬೇಕಲ್ಲ  ಮತ್ತೆಇನ್ನು ಕೆಟ್ಟದಾಗಿ ಹೇಳ ಬೇಕು ಅನ್ನಿಸುತ್ತೆ,1
Houdu gandhiji nu komuvadine,1
Election atra Bantu bjpi gimmicks start aithu,0
"ಎಂತಹ ಅದ್ಭುತವಾದ ಮಾತು ಸರ್
 ಭಾರತಕ್ಕೆ ಅಂಟಿರುವ ಈ ರೋಗ
 ಯಾವಾಗ ಹೋಗುವುದು ಅಂತ ನಾವು
 ನೋಡುತ್ತಿದ್ದೇವೆ",0
"Ede Tara sulebele avaru, what we Named in hindu's caste based unmounted atrocity is going everyday, it is not visible to Sulebele.",0
Mangalore bjp bittu kododilla,0
ವರ್ಣ ವ್ಯವಸ್ಥೆ ನಿಜ ಅನ್ನೋದಾದ್ರೆ  ಮಂಗನಿಂದ ಮಾನವ ಅನ್ನೊ ವಿಜ್ಞಾನ ಸುಳ್ಳಾ?,0
1:45 ayyo devre Hengusralla avru Hennu makkalu 🤣🤣,0
ಮೊದ್ಲು ಈ ದರಿದ್ರ ಕಾಂಗ್ರೆಸ್ ತೊಲಗಬೇಕು. ಎಲ್ಲ ಸರಿ ಹೋಗುತ್ತೆ.,0
ಪಾಯಖಾನ. ತಿನ್ನುವವರು,1
ಚಿನ್ನದ ರಸ್ತೆ ಬಗ್ಗೆ ಮಾತಾಡು ಮಗಾ,0
Wow prathapsimha avru nijavaglu adanna odi tilkondu matadtidare.... And adu 1000% Sathya.... Idu idu idu actually chenagirodu.... 😍,1
ಇದು ಒಳ್ಳೆಯ ವಿಚಾರ ಮನುಷ್ಯನ ಜಾತಿ ಮಾನವ ಜಾತಿ ಇದನ್ನು ಒಪ್ಪಿಕೊಳ್ಳಲೇಬೇಕು,0
Sullu suli bele.,0
Jay Hind ❤Jay Hindustan🚩🕉,0
ಮನಸ್ಕೃತಿ ಸಂವಿಧಾನವನ್ನು ಡಿಸೆಂಬರ್ 25 1927ರಲ್ಲಿ ಡಾ. ಬಿ.ಆರ್ ಅಂಬೇಡ್ಕರ್ ರವರ ನೇತೃತ್ವದಲ್ಲಿ ಸುಟ್ಟು ಹಾಕಲಾಗಿತ್ತು ಈಗ 2025 ಬಂದರು ಕೆಲವರ ತಲೆಯಲ್ಲಿ ಇಂತಹ ಅಪಾಯಕಾರಿ ಸಂವಿಧಾನ ತರುವ ಯೋಚನೆ ಇದೆ ಹಾಗಾಗಿ 2025ರಲ್ಲಿ ಇಂದಿನ ಯೂತ್ ಗಳೆಲ್ಲ ಸೇರಿ ಇಂತಹ ಅಪಾಯಕಾರಿ ಯೋಚನೆಯನ್ನೇ ಸುಟ್ಟು ಹಾಕಬೇಕು ನಾವು ಎಲ್ಲಿಯ ತನಕ ಉಸಿರಾಡುತ್ತಾ ಇರುತ್ತೇವೋ ಅಲ್ಲಿಯತನಕ ಭಾರತದ ಡಾ. ಬಿ.ಆರ್ ಅಂಬೇಡ್ಕರ್ ಬರೆದ ಸಂವಿಧಾನವನ್ನು ರಕ್ಷಣೆ ಮಾಡುತ್ತೇವೆ ಮತ್ತೆ ರಕ್ಷಣೆ ಮಾಡುವ ನಮ್ಮ ಹಕ್ಕು ಮಾತ್ರವಲ್ಲ ನಮ್ಮ ಕರ್ತವ್ಯ ಕೂಡ. ಶಿಕ್ಷಣ ಅನ್ನುವುದು ಹುಲಿಯ ಹಾಲು ಇದ್ದಾಗೆ ಇದನ್ನು ಕುಡಿದವರು ಎಲ್ಲರೂ ಘರ್ಜಿಸುತ್ತಾರೆ ಜೈ ಭೀಮ್☝🏻🇪🇺🇦🇩💙👑,1
Ninige ಸಿಗೋದು ಇಲ್ಲ,0
"ಇನ್ನೂ ಆಕ್ರಿ vote naa , wakq support madoravrege",0
ಅಲ್ಲಪ್ಪ ಹುಲಿ ನೀನ್‌ ಹೋಗಿ ಅವರ ಕ್ಷೇತ್ರದಲ್ಲಿ ನಿಂತು ಗೆಲ್ಲೂ ನೋಡೋಣ ಅವರವರ ಕ್ಷೇತ್ರ ಅವರಿಗೆ ಹೆಚ್ಚು ಕಣಪ್ಪ ಮೊದಲು ನಿಮ್ಮ ಪಕ್ಷದಲ್ಲಿ ನಿಮ್ಮ ಸ್ಥಾನ ಏನು ತಿಳಿದುಕೊಳ್ಳಿ ಸ್ವಲ್ಪ ಕೇವಲ ಧರ್ಮಗಳನ್ನು ಬಿಟ್ಟು ಬೇರೆ ವಿಷಯಗಳ ಬಗ್ಗೆಯೂ ಗಮನ ಕೊಡಿ ಆಗ ಎಲ್ಲಾ ಧರ್ಮ ಜಾತಿಯವರು ಮೆಚ್ಚುತ್ತಾರೆ....,0
He kalakke idu nadiyalla change agi,0
Nan magu edaglinda kelta edni jati  dharma😢yavaga mugitto,0
obba muslim kuda comment madilla ansutte.....avrge ista agtilla kelvaru aste  heege madtirodu..,0
ಜೈ ಭೀಮ್ ಜೈ ಸಮಾನತೆ,0
ಅನ್ಯಾರೀ ಪೋಲೀಸ್,0
Le naayi anchor,1
Ivare namma mundina mukhyamantri,0
Ley Ananda nayi chappli Alli bilthave husharu,1
 @HosaBelaku2024  ivanige support madoru nijavada hindugalu alla manasalli visha tumbiruva komu krimigalu nijavada hindu agali muslim agali innondu samudayakke nou kodalla,1
ಬೆರಕೆ ಹುಟ್ಟಿದ ಕಾಂಗ್ರೆಸ್ ಸಪೋರ್ಟ್ ನವರು?,0
ಈಗಿನ ಸಕಾರದ ಆಡಳಿತ ವಿಧಿ ವಿಧಾನಗಳನ್ನೇ ಅಮೇರಿಕಾ ಆಡಳಿತ ದ ರೀತಿಯಲ್ಲೇ ಸಮೂಲಾಗ್ರ್ ವಾಗಿ ಏಕೆ ಬದಲಾಯಿಸಬಾರದು,0
"Nim avvun na keyya tika muchkondiro sulemagne, bogultha Ella erodhne helirodhu",1
ಜೈ ಸಂವಿಧಾನ good job,0
Jai ಭೀಮ್ ❤❤❤🙏🙏🙏❤❤❤,0
"🌺🌺🌺ತೆಲಂಗಾಣ ರಾಜ್ಯ ದವರು ನನಗೆ ಬಿಟ್ಟ 1:18 ಬಾಣ ಬಹಳ ಚೆನ್ನಾಗಿತ್ತು 🌺🌺🌺 ನಗು... ನಗು... ನಗು.. ನನಗೆ ಗೊತ್ತಿಲ್ಲದೆ,,, ಬಾವಿಗೆ ಬಿದ್ದೆ,,,, ನಗು... ನಗು... ತೆಲುಗು ಭಾಷೆ ಜೀವನಾನುಭವದ ಕತೆ 🌺🌺🌺ನಮ್ಮ ಸಿನಿಮಾ ರಂಗದ ಬಗ್ಗೆ ಹೇಳಿದೆ... ಹೇಳಿದೆ... ಸಾಕಷ್ಟು ಹೇಳಿ ಗುಂಡಿಗೆ ಬಿದ್ದೆ.... ನಗು.. ನಗು.. ನಗು..ನನ್ನ ಸಿನಿಮಾ ರಂಗದ ದೇವ ನಿಮಗೆ ಸಿಕ್ಕಿದೆ...ನಮಗಿಲ್ಲ.... ನೀವು ಅದೃಷ್ಟವಂತರು....🌺🌺🌺💯💯💯💯👏👏👏👏🙏🙏🙏🌹🌹🌹 ಕೊನೆಯ ವಾರ್ತೆ ಗೆ....... ಗುಂಡಿಗೆ ಬಿದ್ದೆ",0
"ಸೂಲಿಬೆಲೆ ಸರ್ ನೀವು ನಾವು ಕರೆಕ್ಟಾಗಿ ಇದ್ದಿವಿ  ಆದ್ರೆ ಕೆಲವರು ಹಿಂದುಗಳು ಮುಸ್ಲಿಂಸ್ ಕಾಂಗ್ರೆಸ್ ಪಕ್ಷದ ಬ*** ಭಾಗ್ಯ ನೋಡಿದ್ರು ಸರ್ ಅದೇ  ಮಾಡುತ್ತಿರುವುದು ತಪ್ಪು ಹಿಂದೂಗಳು ನನಗೂ ಅನ್ಸುತ್ತೆ 
🌹ಜೈ ಭೀಮ್ 🌹🚩 ಜೈ ಶ್ರೀ ರಾಮ್🚩
❤️ ಜೈ ಮೋದಿಜಿ ❤️",0
Yella darmavannu bittu manava darmavannu anusarisona,0
"ಜೈ ಭೀಮ್, ಜಾತಿಯನು ಬಿಟ್ಟು ನಾವೆಲ್ಲರೂ ಒಂದೇ ತಾಯಿಯ ಮಕ್ಕೂಳು atha badakabelu",0
ಅವರ friendahip ಮಾಡೋದಿಲ್ಲ ನಾನು ಶಪಥ ಮಾಡುತ್ತೇನೆ. 🙌🇮🇳🍁🤍📖🍁📖🍁🤍🍁📖🇮🇳,1
Yappo illu nayi tara kachchadtave basavanna sangolli royanna shivaji avar aadrsh belisgolli illa saytiri aste tooo nachikegedu indiansss,1
ಹೆಸರಿಗೆ ಮಾತ್ರ ಹಿಜಬ್ ಇದು ಒಂದು ದೇಶ ವಿರೋಧಿ ವಿದೇಶಿ ಫಂಡಿಂಗ್ ಜಬ್,1
"Le Bhosudike Simha,Baba Saheb avaru ninna hindu dharma ne bittu bitru...adanna helappa...",1
Haramkhor sulemaga😂,1
"ನಿಜ, ನೀವು ಹೇಳುತ್ತಿರುವ ವಿಚಾರವನ್ನು ಅತ್ಯಂತ ಗಂಭೀರವಾಗಿ ಪರಿಗಣಿಸಬೇಕು ಹಾಗೂ ಈ ಜಾತಿ ಪದ್ದತಿಯನ್ನು ಹೋಗಲಾಡಿಸಲು ಪ್ರತಿಯೊಬ್ಬರೂ ಶಕ್ತಿ ಮೀರಿ ಪ್ರಯತ್ನಿಸಬೇಕು 👍🙏",0
ಜೈ ಕಾಂಗ್ರೆಸ್,0
ಸುಳ್ಳು ಬೇಳೇ ಎಂಬ ಸಂಘಿ ನಾಯಿ ತಿಪ್ಪೆ ಯಿಂದ ಎದ್ದು ಬಂದೂ ಮೈ ಓದರಿಕೂಳ್ಳುತ್ತಿದೇ,1
ಅದೇ ದೊಂಬಿ ತುರ್ಕುರು ಮಾಡಿದ್ರೆ ಅವರ ಮೇಲೆ ಕೇಸ್ ಎಲ್ಲ ಕುಲಸೆ ವಾ ಎಂಥ ತೀರ್ಪು ಇದು ಪೊಲೀಸ್ ಠಾಣೆ ಮೇಲೆ ದೊಂಬಿ ಆಗಿತು ಈವಾಗ ಅಹ್ ಜಿಹಾದಿ ಸೂಳೆಮಕ್ಕ್ಳು ಅರಾಮ್ ಆಗಿ ಓಡಾಡತವೇ ಎಂಥ ನ್ಯಾಯ ಇದು,1
1 ಲಕ್ಷದ 24 ಸಾವಿರ ಪ್ರವಾದಿಗಳ ಹೆಸರು ಹೇಳಬಹುದಾ ಶಪಿಯವರೇ,1
ಈ ಗ್ರಹ ನಾಮ್ರಧ ಅವನು,0
"Swami Shaale College Dhevasthanagalalli Ravana Seetheyannu Apa Aarana Maaduvudhu,Cenemadhalli Rape Maaduva Bevershigalannu Sanmana Maaduvudhu,Holasu Naataka Yakshagaana Pradhersana Maaduvudhannu Nillishabekaagi Vinanthi.",0
"Good ಮೆಸೇಜ್ ಬ್ರದರ್, ಜಾತಿ ಮೀರಿದಾ ಪ್ರೀತಿ ಹುಟ್ಟಲಿ ಪ್ರತಿ ಮನುಷ್ಯ ನಲ್ಲಿ",0
ದರಿದ್ರ ಕಾಂಗ್ರೆಸ್ ಸರ್ಕಾರ ಇನ್ಮುಂದೆ ಯಾವತ್ತೂ ಅಧಿಕಾರಕ್ಕೆ ಬರ್ಬಾರ್ದು ಲೋಫರ್ ಕಾಂಗ್ರೆಸ್,1
"Muslim darmadavarige innu hechina adyate ide nama deshadalli yakadre avarige urdu government school idave nimma darmada anusara alli hogi kaliri adu bittu ivella yake AA hennu maklanna munde bittu ivella yake madtira ,namage government Hindu Samskuthy school illa,avarigide, adke avara avara darmada vidyabyasa beku adre (hijab burka) allige hogi nama Hindu galigu ade helodu navu Hindu Samskuthy kalibeku adre namaganta Samskuthy school idave alli hogi kalitivi Kesari shal alli hakondu kalitivi,ella darmada makkalu Vidyarthigalu baro vidyanilayadalli yavade darma beda aste, innond mathu nimm nimma darmana nimma mane olagade itkolli",1
ಜೈ ಹಿಂದುಸ್ತಾನ್ 🚩🚩🇮🇳🙏🏻🙏🏻👌🏻,0
Soole magne matte goodse yako gandhijige shoot madida ninu goodse  harami maga,1
Hithihasa mudalu Creact agi thiluku le unfit lider. Divading roles palice magane.,1
"ನೀವ್  ಹೇಳಿದ ವಿಷಯಗಳು ....... ನಂಗೆ ತುಂಬಾ ಸಲ ಅನಿಸಿದೆ .... ಸರ್ , ರಾಕೇಶ್ gwoda ಮೋನಿಕಾ shaiva..... ಅಂತೆಲ್ಲ ಪ್ರೊಫೈಲ್ ನಲ್ಲಿ ಇಟ್ಟ್ಕೊಂಡು ಎನ್ ಸರ್ ಇದೆಲ್ಲ .....ಮತ್ತೆ ಅವ್ರೆಲ್ಲ ಚನ್ನಾಗಿ ಓದಿದವರೇ  ಅದುವೇ ಬೇಜಾರ್ ಆಗುವ ಸಂಗತಿ. ಪ್ರಪಂಚ ಅನ್ನೋದು ಯಾವ್ ದಿಕ್ಕಿಗೆ ಸಾಗುತಿದೆ,, ಆದ್ರೆ ಭಾರತ ಮಾತ್ರ ಜಾತಿ ವಿಷ್ಯದಲ್ಲಿ ಕಿತ್ತಾಡೋದೇ ಆಗಿದೆ 😔....ಮತ್ತೆ ಈ ಜಾತಿ ಹೆಗ್ಗಳಿಕೆ ಮಾಡೋರ್ನ ನೋಡಿದ್ರೆ,,, ಒಂದೊಂದ್ ಸಾರಿ ನಗು ಬರುತ್ತೆ...... ಚನಾಗ್ ಓದಿದವರೇ ಈಗೆಲ್ಲ ಮಾಡಿದ್ರೆ...... ನಮ್ಮ ದೇಶ ನಂಗೆ ಬೇರೆ ಥರಾನೇ ಕಾಣ್ಸತ್ತೆ ☹️😔........",0
ಭವ್ಯ ಮುಸ್ಲಿಂಗೆ ಹುಟ್ಟಿದವಳು,1
ಜೈ  ಭೀಮ್  💙💙 ಹುಲಿ ನಾನು ನಿನ್ನ ಬಾಜು ಇದ್ದವುರು ನಿಂಗೆ ಮೋಸ ಮಾಡತಾರ ನೋಡು ನಿಂಗೆ ಒಂದು ತಿಂಗಳ ಅಲ್ಲಿ 😡😡😡,0
ಪ್ರತಾಪ್ ಸಿಂಹ ಹೇಳಿದನಲ್ವ ಈಗ ನೀನು ತಿಕಾ ಮುಚ್ಕೊಂಡು ಓದು,1
ಈಗಿರುವ ಪರಿಸ್ಥಿತಿ ಅಂಬೇಡ್ಕರ್ ನಿಜವಾದ ಕಳಕಳಿ ಯಾರಿಗೂ ಬೇಡ,0
